"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-04","1956","04","","","","","","","","","","","32.8","","0.0","","32.8","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-05","1956","05","","","","","","","","","","","19.6","","0.0","","19.6","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-06","1956","06","","","","","","","","","","","169.2","","0.0","","169.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-07","1956","07","","","","","","","","","","","22.4","","0.0","","22.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-08","1956","08","","","","","","","","","","","68.3","","0.0","","68.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-09","1956","09","","","","","","","","","","","141.7","","0.0","","141.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-10","1956","10","","","","","","","","","","","341.1","","0.0","","341.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-11","1956","11","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-12","1956","12","","","","","","","","","","","352.6","","5.3","","357.9","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-01","1957","01","","","","","","","","","","","90.2","","8.9","","99.1","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-02","1957","02","","","","","","","","","","","105.2","","11.7","","116.8","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-03","1957","03","","","","","","","","","","","178.6","","0.0","","178.6","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-04","1957","04","","","","","","","","","","","65.5","","0.0","","65.5","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-05","1957","05","","","","","","","","","","","42.9","","0.0","","42.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-06","1957","06","","","","","","","","","","","83.3","","0.0","","83.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-07","1957","07","","","","","","","","","","","62.2","","0.0","","62.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-08","1957","08","","","","","","","","","","","38.1","","0.0","","38.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-09","1957","09","","","","","","","","","","","45.2","","0.0","","45.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-10","1957","10","","","","","","","","","","","95.3","","0.0","","95.3","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-11","1957","11","","","","","","","","","","","115.3","","0.0","","115.3","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1957-12","1957","12","","","","","","","","","","","230.4","","0.0","","230.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-01","1958","01","8.4","","4.5","","6.5","","11.1","","-0.6","","338.8","","0.0","","338.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-02","1958","02","9.9","","5.6","","7.8","","13.9","","2.2","","171.7","","0.0","","171.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-03","1958","03","10.6","","4.1","","7.4","","15.6","","1.1","","87.1","","0.0","","87.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-04","1958","04","","M","","M","","M","","M","","M","95.5","","0.0","","95.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-05","1958","05","19.1","","10.2","","14.7","","25.0","","5.6","","35.1","","0.0","","35.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-06","1958","06","21.2","","13.8","","17.5","","28.3","","11.1","S","40.6","","0.0","","40.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-07","1958","07","24.5","","15.6","","20.1","","30.6","","13.3","S","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-08","1958","08","22.4","","13.9","","18.2","","26.1","","10.0","","62.2","","0.0","","62.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-09","1958","09","17.6","","11.3","","14.5","","21.7","S","5.6","","61.0","","0.0","","61.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-10","1958","10","13.8","","8.0","","10.9","","17.2","","4.4","","155.2","","0.0","","155.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-11","1958","11","8.8","","4.1","","6.5","","13.3","S","-1.7","","224.0","","0.0","T","224.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1958-12","1958","12","7.9","","4.4","","6.2","","12.8","","-2.2","","211.6","","27.9","","239.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-01","1959","01","6.5","","2.4","","4.5","","11.7","","-9.4","","211.1","","11.9","","223.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-02","1959","02","6.7","","2.6","","4.7","","10.6","S","-1.1","S","182.9","","0.3","","183.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-03","1959","03","8.7","","4.0","","6.4","","13.3","","0.6","","218.4","","0.0","T","218.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-04","1959","04","12.5","","5.7","","9.1","","18.3","","2.2","","108.2","","0.0","","108.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-05","1959","05","15.4","","8.2","","11.8","","24.4","","3.9","","65.3","","0.0","","65.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-06","1959","06","18.4","","11.8","","15.1","","26.1","","8.9","","112.5","","0.0","","112.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-07","1959","07","21.9","","13.6","","17.8","","26.7","","11.1","","29.5","","0.0","","29.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-08","1959","08","19.4","","12.6","","16.0","","23.3","S","10.0","","28.7","","0.0","","28.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-09","1959","09","16.4","","10.8","","13.6","","20.0","S","7.2","","185.4","","0.0","","185.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-10","1959","10","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-11","1959","11","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1959-12","1959","12","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-01","1960","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-02","1960","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-03","1960","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-04","1960","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-05","1960","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-06","1960","06","","M","","M","","M","23.3","","6.7","S","","M","0.0","","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-07","1960","07","24.1","","14.1","","19.1","","31.7","","8.9","","0.5","","0.0","","0.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-08","1960","08","21.2","","12.7","","17.0","","31.7","","8.9","","101.3","","0.0","","101.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-09","1960","09","18.4","","9.7","","14.1","","26.1","","6.1","","49.8","","0.0","","49.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-10","1960","10","14.1","","8.1","","11.1","","17.8","S","3.9","","215.9","","0.0","","215.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-11","1960","11","9.5","","4.5","","7.0","","12.8","S","1.7","","150.1","","0.0","T","150.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1960-12","1960","12","7.4","","1.9","","4.7","","13.3","","-2.2","S","176.8","","0.0","","176.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-01","1961","01","7.5","","2.3","","4.9","","14.4","","-3.9","S","373.9","","3.3","","377.2","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-02","1961","02","9.0","","3.8","","6.4","","13.3","S","0.6","S","","M","22.9","","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-03","1961","03","","M","","M","","M","14.4","","-1.1","","","M","2.5","","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-04","1961","04","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-05","1961","05","17.3","","8.4","","12.9","","26.1","S","5.0","","95.3","","0.0","","95.3","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-06","1961","06","21.8","","11.7","","16.8","","25.0","","9.4","","35.8","","0.0","","35.8","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-07","1961","07","23.1","","14.1","","18.6","","31.1","S","10.6","S","31.8","","0.0","","31.8","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-08","1961","08","24.2","","12.1","","18.2","","28.3","","6.7","","37.3","","0.0","","37.3","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-09","1961","09","18.4","","9.2","","13.8","","23.3","S","3.9","","47.5","","0.0","","47.5","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-10","1961","10","13.6","","5.6","","9.6","","20.6","S","-0.6","","","M","0.0","","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-11","1961","11","9.4","","2.6","","6.0","","12.2","S","-0.6","","260.6","","0.0","","260.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1961-12","1961","12","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-01","1962","01","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-02","1962","02","9.2","","2.1","","5.7","","13.3","","-4.4","S","54.6","","0.0","T","54.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-03","1962","03","9.5","","1.1","","5.3","","16.7","","-2.8","","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-04","1962","04","15.1","","6.5","","10.8","","20.6","","2.8","S","","M","0.0","","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-05","1962","05","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-06","1962","06","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-07","1962","07","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-08","1962","08","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-09","1962","09","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-10","1962","10","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-11","1962","11","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1962-12","1962","12","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-01","1963","01","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-02","1963","02","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-03","1963","03","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-04","1963","04","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-05","1963","05","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-06","1963","06","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-07","1963","07","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-08","1963","08","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-09","1963","09","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-10","1963","10","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-11","1963","11","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1963-12","1963","12","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-01","1964","01","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-02","1964","02","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-03","1964","03","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-04","1964","04","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-05","1964","05","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-06","1964","06","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-07","1964","07","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-08","1964","08","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-09","1964","09","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-10","1964","10","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-11","1964","11","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1964-12","1964","12","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-01","1965","01","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-02","1965","02","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-03","1965","03","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-04","1965","04","13.2","","5.1","","9.2","","17.8","S","0.0","S","57.2","","0.0","","57.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-05","1965","05","15.8","","7.5","","11.7","","23.9","","3.9","S","70.6","","0.0","","70.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-06","1965","06","19.8","","11.1","","15.5","","24.4","","5.0","","14.7","","0.0","","14.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-07","1965","07","22.9","","13.5","","18.2","","28.9","","11.1","","14.5","","0.0","","14.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-08","1965","08","21.4","","12.7","E","17.1","E","28.3","","5.0","","64.0","","0.0","","64.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-09","1965","09","17.7","","8.3","","13.0","","22.2","","1.7","S","16.3","","0.0","","16.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-10","1965","10","14.4","","7.8","","11.1","","18.9","","4.4","","233.7","","0.0","","233.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-11","1965","11","10.2","","4.5","","7.4","","16.1","","-3.9","","165.1","E","0.0","","165.1","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1965-12","1965","12","6.8","","2.6","","4.7","","14.4","","-2.8","S","143.0","","35.1","","178.1","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-01","1966","01","6.4","","1.6","","4.0","","11.7","","-3.9","","181.9","","28.4","","210.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-02","1966","02","7.8","","2.0","","4.9","","12.8","","-1.1","S","111.0","","0.0","T","111.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-03","1966","03","9.7","","3.6","","6.7","","15.6","","-1.1","S","127.3","","0.0","T","127.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-04","1966","04","12.7","","5.8","","9.3","","20.0","","2.8","","39.9","","0.0","","39.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-05","1966","05","","M","8.2","","","M","","M","4.4","","","M","0.0","","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-06","1966","06","17.9","","10.1","","14.0","","24.4","","4.4","S","60.5","","0.0","","60.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-07","1966","07","20.2","","12.4","","16.3","","25.6","","7.8","","87.6","","0.0","","87.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-08","1966","08","22.3","","13.0","","17.7","","27.2","","10.0","S","44.5","","0.0","","44.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-09","1966","09","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-10","1966","10","13.4","","6.6","","10.0","","19.4","S","3.9","S","204.0","","0.0","","204.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-11","1966","11","10.4","","4.4","E","7.4","E","14.4","","0.0","S","256.8","","0.0","","256.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1966-12","1966","12","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-01","1967","01","8.3","","2.9","","5.6","","12.8","","","M","289.8","E","3.8","","293.6","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-02","1967","02","8.6","","3.1","","5.9","","11.1","","0.0","","162.8","","0.0","","162.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-03","1967","03","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-04","1967","04","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-05","1967","05","16.7","","8.4","","12.6","","23.9","","4.4","","34.5","","0.0","","34.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-06","1967","06","21.8","","13.0","","17.4","","28.3","","9.4","","16.8","","0.0","","16.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-07","1967","07","22.4","","13.7","","18.1","","27.2","","11.1","","36.1","","0.0","","36.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-08","1967","08","24.8","","13.9","","19.4","","29.4","","9.4","S","8.9","","0.0","","8.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-09","1967","09","20.4","","12.3","","16.4","","25.0","S","9.4","S","69.1","","0.0","","69.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-10","1967","10","13.1","","8.8","","11.0","","16.1","S","5.0","","423.4","","0.0","","423.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-11","1967","11","10.0","","4.7","","7.4","","13.3","S","1.1","","114.6","","0.0","","114.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1967-12","1967","12","6.4","","2.0","","4.2","","9.4","S","-5.0","","115.1","","10.7","","125.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-01","1968","01","6.8","E","2.0","E","4.4","E","13.3","","-5.0","S","319.5","","9.7","","329.2","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-02","1968","02","9.2","","2.6","","5.9","","15.0","","-1.1","","150.9","E","0.0","","150.9","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-03","1968","03","10.8","E","5.0","","7.9","E","","M","1.1","S","207.5","","0.0","","207.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-04","1968","04","12.3","","5.9","","9.1","","20.0","","1.7","","79.2","","0.0","","79.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-05","1968","05","17.8","","9.6","","13.7","","24.4","","5.0","S","47.5","","0.0","","47.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-06","1968","06","19.7","","11.9","","15.8","","23.9","","8.9","S","73.2","","0.0","","73.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-07","1968","07","21.9","","13.3","","17.6","","28.9","","7.2","S","49.0","","0.0","","49.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-08","1968","08","20.2","","11.9","","16.1","","27.2","","7.2","S","78.0","","0.0","","78.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-09","1968","09","17.6","","11.0","","14.3","","22.8","","10.6","S","79.5","","0.0","","79.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-10","1968","10","13.1","","8.1","","10.6","","16.7","","5.6","","168.9","E","0.0","","168.9","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-11","1968","11","10.8","","","M","","M","14.4","","-6.1","","216.4","E","4.6","E","221.0","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1968-12","1968","12","5.8","","-1.1","E","2.4","E","10.0","S","","M","147.8","E","53.8","E","201.7","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-01","1969","01","1.1","","-6.1","","-2.5","","5.6","S","","M","","M","","M","177.8","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-02","1969","02","7.1","","1.0","","4.1","","10.6","","-5.6","","52.8","E","11.4","E","64.3","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-03","1969","03","10.1","","1.7","E","5.9","E","15.0","","0.0","","110.7","E","0.0","","110.7","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-04","1969","04","11.8","","","M","","M","16.1","","3.3","S","115.8","E","0.0","","115.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-05","1969","05","18.5","","","M","","M","27.2","","","M","29.2","E","0.0","","29.2","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-06","1969","06","21.8","","12.3","","17.1","","30.0","","","M","18.8","E","0.0","","18.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-07","1969","07","22.9","","13.3","","18.1","","26.7","","","M","30.7","","0.0","","30.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-08","1969","08","20.9","","","M","","M","25.0","","","M","","M","0.0","","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-09","1969","09","18.6","","10.8","","14.7","","23.3","","7.8","","","M","0.0","","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-10","1969","10","13.7","","6.3","","10.0","","17.8","","-1.1","","124.7","","0.0","","124.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-11","1969","11","11.0","","","M","","M","15.0","","","M","","M","0.0","","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1969-12","1969","12","8.9","","","M","","M","12.2","","-0.6","","183.1","","0.0","","183.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-01","1970","01","7.1","","","M","","M","10.6","","-5.6","","138.9","E","18.3","E","157.2","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-02","1970","02","10.0","","3.2","","6.6","","","M","0.6","S","83.1","E","0.0","","83.1","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-03","1970","03","10.9","","3.5","","7.2","","13.3","S","-1.1","","63.5","E","0.0","","63.5","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-04","1970","04","12.8","","4.7","","8.8","","","M","-1.1","","179.8","E","0.0","","179.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-05","1970","05","16.0","","","M","","M","23.9","","","M","57.4","","0.0","","57.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-06","1970","06","20.4","","11.8","","16.1","","28.9","","","M","23.9","E","0.0","","23.9","E","0","","","","",""
